PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00TxB,r2qkb1r/pp3ppp/2pp1nn1/8/4PB2/2N2B2/PPP2PPP/R2Q1RK1 w kq - 2 10,f1e1 g6f4,924,96,95,2347,advantage,https://lichess.org/J5i5UOW9#19,Philidor_Defense Philidor_Defense_Other_variations
05psn,6k1/5p2/6pp/K1R2r2/1P6/8/8/8 b - - 1 43,h6h5 c5f5 g6f5 b4b5 f5f4 b5b6 g8g7 b6b7,920,96,88,486,quietMove,https://lichess.org/nza0eDYS/black#86,
06EjQ,8/p1p5/6K1/5p2/4kP2/8/P6P/8 w - - 1 41,g6g5 c7c5 h2h4 c5c4 h4h5 c4c3 h5h6 c3c2 h6h7 c2c1q,953,77,100,222,quietMove,https://lichess.org/HguZVwXr#81,
09Lzt,8/8/1p5p/1K4p1/8/2P3kP/P7/8 w - - 2 45,b5b6 g3h3 b6b5 g5g4 c3c4 g4g3 c4c5 g3g2,984,75,100,319,quietMove,https://lichess.org/v1tr7jBR#89,
0BVjV,8/8/8/1K4p1/1P2Pk2/8/1PP5/8 w - - 1 46,b5c5 g5g4 c5c6 g4g3 b4b5 g3g2 b5b6 g2g1q,993,83,89,559,quietMove,https://lichess.org/6mZmLZe4#91,
0BZVZ,8/8/8/p1p4K/P6P/1k6/8/8 w - - 0 55,h5g5 c5c4 h4h5 c4c3 h5h6 c3c2,900,86,90,393,quietMove,https://lichess.org/De7pjbB8#109,
006GK,2kr1br1/ppBb1ppp/8/3P2Q1/3n2n1/5N2/PP3qPP/RN2R2K b - - 0 16,d4f3 g5d8,1086,145,71,18,queensideAttack,https://lichess.org/CSpoYrv7/black#32,Italian_Game Italian_Game_Two_Knights_Defense
01Dq7,2k5/ppp3q1/4p1r1/4P3/3P4/1PP2RPp/P3Q1nP/5K2 b - - 2 30,g7h7 f3f8 c8d7 e2b5 c7c6 b5b7,1066,75,98,912,queensideAttack,https://lichess.org/4SXAZbeY/black#60,
02FVj,2kr2r1/p4p2/1p5p/2p1Pp1P/2Pp1P1Q/3P1q2/PP6/1K1R2R1 w - - 1 28,g1g8 f3d1,1079,77,100,521,queensideAttack,https://lichess.org/yZ0UaDec#55,
02Y9d,r4r1k/pp3pN1/7p/2PnN3/1n4pP/Pq1PP1B1/1P1Q1PP1/1K1R3R w - - 1 22,g7f5 b3a2 b1c1 a2a1,1086,77,52,87,queensideAttack,https://lichess.org/tuizsmg8#43,
03MAa,2kr3r/ppp1R2p/8/Q3R3/3p4/3P1p1q/PPP2P2/1K6 b - - 1 25,c8b8 a5c7 b8a8 c7b7,1028,79,81,47,queensideAttack,https://lichess.org/leAws5xk/black#50,
003AX,2r2rk1/5ppp/bq2p3/p1ppP1N1/Pb1P2P1/1P2P2P/2QN4/2R1K2R b K - 1 18,c5d4 c2h7,1088,75,97,469,kingsideAttack,https://lichess.org/kRgejRSt/black#36,French_Defense French_Defense_Advance_Variation
00DWo,b4b1r/3k1ppp/p2p4/1p2p3/3nq3/N1P1B3/PP3PPP/R2Q1RK1 w - - 1 16,c3d4 e4g2,1063,105,82,40,kingsideAttack,https://lichess.org/bSwKB2bL#31,Sicilian_Defense Sicilian_Defense_Kalashnikov_Variation
00E29,r1bq1rk1/4bppp/p1n5/3P4/Pp6/3B1N2/1B3PPP/R2Q1RK1 b - - 0 17,d8d5 d3h7 g8h7 d1d5,1090,75,100,255,kingsideAttack,https://lichess.org/tWRCApub/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian
00IYH,rnbq1rk1/ppp2pp1/3p1n1p/2b1p2N/2B1P3/3P4/PPP2PPP/RNBQ1RK1 b - - 2 7,c8g4 h5f6 d8f6 d1g4,1063,81,94,2287,kingsideAttack,https://lichess.org/D9n0j4f5/black#14,Kings_Pawn_Game Kings_Pawn_Game_Alapin_Opening
00Sz9,1r4k1/p4ppp/4p3/p5n1/4P3/1P1N1PPq/QB3b1P/R5K1 w - - 0 30,d3f2 g5f3 g1h1 h3h2,1012,76,90,813,kingsideAttack,https://lichess.org/mJ2prRw1#59,
00ZSZ,3r4/6pp/pNnNpk2/1p6/3pR3/8/PPP2PPK/8 w - - 4 32,e4f4 f6e5 d6f7 e5f4 f7d8 c6d8,1062,81,94,1087,defensiveMove,https://lichess.org/66DBsV70#63,
01MaH,1q5k/p4pp1/8/3p3n/6B1/P7/2QB1PPb/5K2 b - - 0 29,b8b5 g4e2 h5g3 f2g3,1034,77,80,79,defensiveMove,https://lichess.org/936qIspu/black#58,
01OYe,3Q4/p5k1/1p2p1pn/1P1p1p1R/3P1P2/qN2r3/P1r3PP/R5K1 w - - 2 40,d8d7 h6f7 h5h7 g7h7,1064,78,94,1133,defensiveMove,https://lichess.org/GbHWYq9g#79,
01ghr,8/8/5k2/6p1/r2RK1P1/5P2/8/8 b - - 51 68,a4d4 e4d4 f6e6 d4e4,1045,84,94,481,defensiveMove,https://lichess.org/KxPFdOcY/black#136,
01mMm,4rbk1/3n3p/3p2p1/3Pp3/2p1P1P1/PqN1BP2/7Q/4K2R b K - 2 26,b3c3 e3d2 c3a1 e1e2 a1h1 h2h1,1067,76,79,112,defensiveMove,https://lichess.org/rt78hbig/black#52,
0009B,r2qr1k1/b1p2ppp/pp4n1/P1P1p3/4P1n1/B2P2Pb/3NBP1P/RN1QR1K1 b - - 1 16,b6c5 e2g4 h3g4 d1g4,1093,74,87,582,advantage,https://lichess.org/4MWQCxQ6/black#32,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
0070J,r4rk1/ppq2ppp/2nbp1b1/3p4/3Pn3/2PB1N1P/PP3PP1/R1BQRNK1 b - - 4 14,e4f2 g1f2 g6d3 d1d3,1024,92,60,83,advantage,https://lichess.org/SHqFVu02/black#28,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
00Evs,5qk1/pQ3pp1/7p/b2N1b2/P3r3/5K2/7P/R4B2 b - - 1 24,g7g5 d5f6 g8h8 f6e4,1096,77,91,998,advantage,https://lichess.org/ZuufvD5S/black#48,
00IYH,rnbq1rk1/ppp2pp1/3p1n1p/2b1p2N/2B1P3/3P4/PPP2PPP/RNBQ1RK1 b - - 2 7,c8g4 h5f6 d8f6 d1g4,1063,81,94,2287,advantage,https://lichess.org/D9n0j4f5/black#14,Kings_Pawn_Game Kings_Pawn_Game_Alapin_Opening
00QCD,3r1rk1/1Q3ppp/1q2pb2/8/1P1N4/4P1P1/3B1PBP/R5K1 b - - 0 23,b6b7 g2b7 f6d4 e3d4,1059,76,94,235,advantage,https://lichess.org/AFf6cmqa/black#46,
02TLp,8/8/5p2/1p5p/2k1Kp2/P5P1/7P/8 w - - 0 36,g3f4 c4b3 e4f5 b3a3 f5f6 b5b4 f6e7 b4b3 f4f5 b3b2 f5f6 b2b1q,1075,76,96,1811,quietMove,https://lichess.org/DyHiMp0u#71,
046wz,8/8/1p6/3k1p2/pP2pP1p/P1K1P2P/6P1/8 w - - 0 41,c3b2 d5c4 b2c2 b6b5 c2d2 c4b3,1056,82,82,59,quietMove,https://lichess.org/aPFyeq5k#81,
0BaF8,8/1R4pk/7p/p1p5/8/3p3P/P5P1/7K w - - 0 44,b7b5 d3d2 b5b1 c5c4 b1d1 c4c3,1012,76,100,135,quietMove,https://lichess.org/4OI63Uyt#87,
0E2zY,8/p4p1p/3k1p2/PPp1p3/4PP2/4K2P/6P1/8 w - - 0 31,f4f5 c5c4 e3d2 d6c5,1029,78,93,1001,quietMove,https://lichess.org/6wVl9IkV#61,
0FRld,8/1k1q4/6Q1/p6p/3Np2P/3bP3/5PP1/6K1 w - - 0 51,g6f5 d7f5 d4f5 a5a4 f5d4 a4a3,1008,85,90,428,quietMove,https://lichess.org/nGlzHMis#101,
00RXz,1k1r4/pp1b4/2pq1p1p/6p1/8/1Q4P1/PP3PBP/3R2K1 b - - 0 27,d6e6 b3e6 d7e6 d1d8,1195,75,100,238,queensideAttack,https://lichess.org/KgK5s7Qu/black#54,
00cl7,r5k1/ppp1p1b1/4N1Q1/3pq1Bp/7P/8/PPPN1rP1/2KR4 w - - 1 17,d2f3 e5b2,1105,76,100,124,queensideAttack,https://lichess.org/xfdgilVH#33,Pirc_Defense Pirc_Defense_Other_variations
038La,5k1r/1p3ppp/1p4b1/nB1P2B1/1P4P1/P4P2/3r3P/1K1R3R w - - 5 26,b5d3 g6d3 b1a1 a5b3,1152,77,99,1628,queensideAttack,https://lichess.org/zdKh4mK5#51,
03Xbj,3r2k1/5pb1/4p1pp/2Pr4/1PQ1N1bP/4P1P1/2P5/2K2R2 w - - 1 28,c5c6 d5d1 f1d1 d8d1,1109,115,67,46,queensideAttack,https://lichess.org/BEzQwEp8#55,
03shw,rnb2rk1/pp2ppbp/3p2p1/q1pP4/4nB2/1PN1P3/P1PQNPPP/2KR1B1R w - - 8 10,c3e4 a5a3 c1b1 a3b2,1166,77,93,1543,queensideAttack,https://lichess.org/CbSAtB2c#19,Indian_Defense Indian_Defense_Other_variations
008Y3,r5k1/1p1rqpp1/p3pnp1/2PN4/8/1Q5P/PP3PP1/3RR1K1 b - - 0 24,e7c5 d5f6 g7f6 d1d7,1156,76,93,627,kingsideAttack,https://lichess.org/jAILX5BH/black#48,
00DTg,r2qk2r/1pp2ppp/p1pb1n2/4P3/3Q4/2N2b2/PPP2PPP/R1B2RK1 w kq - 0 10,e5f6 d6h2 g1h2 d8d4,1115,84,94,2507,kingsideAttack,https://lichess.org/EqbT8Dsc#19,Ruy_Lopez Ruy_Lopez_Exchange_Variation
00GuD,1n5k/4r1p1/p2q1rPp/1ppB4/8/3P4/PPP1RPQ1/2K4R b - - 4 25,e7e2 h1h6 g7h6 g6g7 h8h7 g7g8q,1175,76,88,558,kingsideAttack,https://lichess.org/zcHeWRaO/black#50,
00SgB,b3rrk1/qn2R3/1p3ppp/1P1p4/1Q1PnB2/P3P3/4BPPP/5RK1 b - - 0 28,e8e7 b4e7 f8f7 e7e8 g8g7 f4h6,1162,76,100,183,kingsideAttack,https://lichess.org/twcqryGo/black#56,
00n6z,r2Rrk1q/p3Np2/1pp5/8/P1Q1P1pP/2P2P2/1P3bP1/3R3K w - - 5 34,d8a8 h8h4,1188,77,83,198,kingsideAttack,https://lichess.org/WrP84lz1#67,
004LZ,8/7R/5p2/p7/7P/2p5/3k2r1/1K2N3 w - - 3 48,e1g2 c3c2 b1a2 c2c1q h7d7 d2e2,1151,78,93,2007,defensiveMove,https://lichess.org/drahwNdj#95,
0071K,3N1r2/6R1/kp6/p2pPp1Q/2pP2P1/2q5/2P5/2K5 w - - 0 38,g7a7 a6a7 h5h7 a7a6,1166,76,100,373,defensiveMove,https://lichess.org/gY0ZkxR4#75,
00Gvr,8/1b3pp1/1k4Pp/4K2P/4PP2/8/8/8 b - - 0 46,f7f6 e5e6 b7e4 e6f7,1137,76,89,2778,defensiveMove,https://lichess.org/tHhRpYsL/black#92,
00O3h,5k2/R3Rp2/6p1/1p5p/1P5K/2nr4/7P/8 b - - 7 43,d3d4 h4g5 c3e4 g5h6,1172,76,93,2166,defensiveMove,https://lichess.org/71bhLvdU/black#86,
01pet,8/8/2Pk2pp/1b6/1N1K4/7P/6P1/8 b - - 3 42,b5c6 b4c6 d6c6 d4e5,1121,77,93,304,defensiveMove,https://lichess.org/2zbC2YaY/black#84,
001xl,8/4R1k1/p5pp/3B4/5q2/8/5P1P/6K1 b - - 5 40,g7f6 e7f7 f6e5 f7f4,1127,77,94,11287,advantage,https://lichess.org/bEQkfPQD/black#80,
002bK,8/7p/2b1k3/p2p1pPB/1n1P3P/N1p1P3/4K3/8 b - - 1 42,c6b5 a3b5 c3c2 e2d2,1106,77,92,774,advantage,https://lichess.org/IFGj8W5s/black#84,
007tv,r3k1nr/1pp2ppp/1pnp2q1/4p1B1/2B1P3/3P1Q1P/PPP2PP1/R4RK1 b kq - 0 11,g6g5 f3f7 e8d8 f7f8 d8d7 f8a8,1183,76,89,1224,advantage,https://lichess.org/ky7qZNjk/black#22,Italian_Game Italian_Game_Giuoco_Pianissimo
008Y3,r5k1/1p1rqpp1/p3pnp1/2PN4/8/1Q5P/PP3PP1/3RR1K1 b - - 0 24,e7c5 d5f6 g7f6 d1d7,1156,76,93,627,advantage,https://lichess.org/jAILX5BH/black#48,
00Au2,r5r1/pp2kp2/2p5/3pQ3/3P4/2NB4/PPP2q2/1K6 b - - 1 28,e7d7 d3f5 f2f5 e5f5,1111,192,100,10,advantage,https://lichess.org/kAtvQDbU/black#56,
01luH,2k5/p7/8/4P2p/5Q2/1PPqP1PK/7P/8 w - - 3 44,f4c4 d3c4 b3c4 a7a5 h3h4 a5a4 h4h5 a4a3,1195,75,100,246,quietMove,https://lichess.org/or0dJAaA#87,
01nyk,8/1k6/1P2p1p1/2KpP3/7P/8/8/8 w - - 1 48,c5d6 d5d4 d6e6 d4d3,1158,76,99,2263,quietMove,https://lichess.org/332ya2H6#95,
0248u,8/8/8/p2k1p2/2pP1P2/2K5/1P6/8 b - - 0 37,d5e4 c3c4 e4f4 d4d5 f4e5 c4c5 f5f4 d5d6 e5e6 c5c6,1187,78,86,133,quietMove,https://lichess.org/oW1HIbhI/black#74,
02pht,8/8/5pk1/4p2p/2P1P3/2R1KPrP/8/8 b - - 2 52,g3h3 c4c5 h3h1 c5c6,1158,96,86,22,quietMove,https://lichess.org/usaAuAPs/black#104,
03Ckg,3r1k2/pp3pbp/8/4p3/5p2/1BP2P1P/PPR2RPK/r7 w - - 0 26,f2e2 d8d1 e2e1 d1e1,1182,75,91,874,quietMove,https://lichess.org/JnNwprex#51,
01z9G,2kr1b1r/pp1n1pp1/1qp1pnp1/8/2BP1BP1/2N2Q1P/PPP2P2/2K1R2R b - - 1 15,b6d4 f3c6 b7c6 c4a6,1291,84,87,1823,queensideAttack,https://lichess.org/zoXC7Dtn/black#30,Scandinavian_Defense Scandinavian_Defense_Main_Line
03RXa,2kr3r/Qpp2p2/p1p5/q2b3p/8/B2P3P/1PP5/2K1R2R b - - 5 22,d5h1 a7a8 c8d7 e1e7,1260,76,100,1158,queensideAttack,https://lichess.org/WAsjuy6H/black#44,
03jNq,r1b2rk1/5p2/p2pp1p1/1pq1n1bP/4P3/1NNB2Q1/PPP5/2K2R1R w - - 0 20,g3g5 e5d3 c2d3 c5g5,1228,76,100,111,queensideAttack,https://lichess.org/YM9fVpH4#39,
04T7h,2kr1bnr/1bp2ppp/p2p4/3N4/2QP2q1/4B3/PP1N1P2/R3KR2 b Q - 0 17,g4e6 c4c7,1239,80,85,427,queensideAttack,https://lichess.org/ivP3YAHa/black#34,Ruy_Lopez Ruy_Lopez_Morphy_Defense
07yK7,2r1q1k1/4r1p1/5R2/p2p3P/1ppP1Q2/2P2P2/1P6/1NK3R1 w - - 3 33,f6g6 e7e1 g1e1 e8e1 c1c2 b4b3,1207,75,100,545,queensideAttack,https://lichess.org/ye0PoJzB#65,
003nQ,6rk/pp6/2n5/3ppn1p/3p4/2P2P1q/PP3QNB/R4R1K w - - 2 29,f1g1 f5g3 f2g3 g8g3,1268,88,67,30,kingsideAttack,https://lichess.org/p85fiZcl#57,
004kB,4rr1k/pQpn2pp/3p1q2/8/8/2P5/PP3PPP/RN3RK1 w - - 1 16,b7c7 f6f2 f1f2 e8e1 f2f1 e1f1,1209,76,60,192,kingsideAttack,https://lichess.org/Cl9T6bjt#31,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
00L4x,1r4k1/4Ppbp/p5p1/2q5/p2n4/P2Q2B1/r2N1PPP/3KR2R b - - 0 27,g7h6 e7e8q b8e8 e1e8,1224,75,91,2697,kingsideAttack,https://lichess.org/kQUg1Hn3/black#54,
00OmS,r1bq1rk1/pp2pp1p/6pB/3Nb3/8/5B2/Pn2QPPP/R4RK1 b - - 1 15,e5h8 d5e7 d8e7 e2e7,1220,78,94,1682,kingsideAttack,https://lichess.org/eNcGmn5c/black#30,Scandinavian_Defense Scandinavian_Defense_Richter_Variation
00d1o,r2qk1nr/pbpp1pbp/1p2p1p1/3Pn3/2P1P3/3B1N2/PP3PPP/RNBQ1RK1 w kq - 0 8,c1g5 e5f3 d1f3 d8g5,1207,80,91,792,kingsideAttack,https://lichess.org/Twrqm0Jp#15,English_Defense English_Defense_Other_variations
00IF1,1k6/p1p5/P2p4/3P4/1PK2N1p/4P3/5r2/4B3 b - - 12 57,f2f4 e3f4 h4h3 e1g3,1202,75,92,558,defensiveMove,https://lichess.org/bX3dAdx9/black#114,
02NaQ,rnb1kbnr/pp1pq1pp/2p2p2/4N3/3PP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,d1h5 g7g6 h5h4 f6e5,1253,77,93,8922,defensiveMove,https://lichess.org/U9pFJWOY#9,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
02PPX,6k1/1p2npp1/p4bqp/8/P7/4BN1P/1P3PP1/3Q2K1 b - - 0 26,f6b2 d1d8 g8h7 d8e7 g6b1 g1h2,1211,75,96,7506,defensiveMove,https://lichess.org/4xghaa8w/black#52,
03WcF,8/8/8/1k4p1/2q5/2Q5/2K5/8 w - - 20 62,c3c4 b5c4 c2d2 c4d4 d2e2 d4e4,1253,75,100,314,defensiveMove,https://lichess.org/vzwyuexo#123,
03mei,r1bk3r/ppp2ppp/8/8/8/4P1P1/PP1P1bBP/R1Bn1K1R b - - 0 11,h8e8 f1e2 c8g4 g2f3,1240,78,93,5611,defensiveMove,https://lichess.org/7JbUaK6r/black#22,English_Opening English_Opening_Kings_English_Variation
0008Q,8/4R3/1p2P3/p4r2/P6p/1P3Pk1/4K3/8 w - - 1 64,e7f7 f5e5 e2f1 e5e6,1266,75,90,678,advantage,https://lichess.org/MQSyb3KW#127,
002IE,r3brk1/5pp1/p1nqpn1p/P2pN3/2pP4/2P1PN2/5PPP/RB1QK2R b KQ - 4 16,c6e5 d4e5 d6e7 e5f6,1237,87,63,30,advantage,https://lichess.org/fDwvVUIp/black#32,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
003mh,r4k1r/1pp2p2/p2p3p/3N4/3P2q1/8/PPP5/1K2Q1NR b - - 1 23,a8e8 e1e8 f8e8 d5f6 e8e7 f6g4,1276,77,92,98,advantage,https://lichess.org/HSa4keKZ/black#46,
004Lu,8/p1p4p/4Pk2/2PP1p1P/1r3r2/5B2/P3RK2/8 b - - 3 38,f6e7 d5d6 c7d6 c5d6 e7d6 e6e7,1240,75,100,152,advantage,https://lichess.org/WMeZuWza/black#76,
005jJ,r1b1qrk1/pp1n1pbp/2pp1np1/4p3/2PP1B2/2NBPN1P/PP3PP1/R2Q1RK1 w - - 0 10,d4e5 d6e5 f4h2 e5e4,1225,82,70,32,advantage,https://lichess.org/wt6Q2xGb#19,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
00i6P,1r2R2k/3P2p1/p4q1p/8/2P5/5P2/P4P1P/6K1 b - - 1 34,f6f8 e8f8 b8f8 c4c5 f8d8 c5c6,1222,75,94,2131,quietMove,https://lichess.org/HxIkxV0Q/black#68,
019Qi,3k4/p1pp3p/1p3K2/8/5P2/8/8/8 b - - 4 44,d8e8 f6g7 h7h5 f4f5 h5h4 f5f6,1261,77,94,12496,quietMove,https://lichess.org/xENaK26y/black#88,
01eV6,8/8/8/p2k3p/P1p4P/2K2P2/8/8 b - - 0 39,d5c5 f3f4 c5d5 f4f5 d5e5 c3c4 e5f5 c4b5 f5e6 b5a5,1293,81,86,396,quietMove,https://lichess.org/6ZRWqWm8/black#78,
01rSr,8/6k1/3p2p1/p2P3p/4P3/3B4/5K2/8 w - - 0 46,f2g3 a5a4 d3c2 a4a3,1259,76,91,695,quietMove,https://lichess.org/xnizLU9K#91,
07UNO,1r6/3r1pk1/3p2p1/p1pPp3/2P1P2R/2K2P2/P7/R7 b - - 3 34,f7f6 a1h1 f6f5 h4h7 g7f6 h7d7,1202,80,65,201,quietMove,https://lichess.org/sCpxwpEc/black#68,
00aDl,r5k1/1p3p2/2p1ppp1/3p4/2nP4/1QB2B1P/rPP2PP1/qNKR3R w - - 3 22,f3e2 a1b1 c1b1 a2a1,1369,72,95,30118,queensideAttack,https://lichess.org/pc79SSEd#43,
00tB9,1k1r3r/1bq1b1p1/p2p4/2nBp1P1/4P3/4BP2/1PPQN3/2KR3R w - - 3 24,d5b7 c5b3 c1b1 b3d2,1387,74,100,656,queensideAttack,https://lichess.org/I1QFfgyS#47,
0371L,2r2bk1/5ppp/p2p4/3P2PP/P1nQ1B2/1q6/1P6/1K1RR3 w - - 0 27,d1d3 c4a3 b1a1 a3c2,1375,75,77,1057,queensideAttack,https://lichess.org/AKVlVrml#53,
043dJ,1k3r2/pp5p/2B1pN2/8/3n2P1/7Q/PPPR3P/2K1q3 w - - 1 27,d2d1 d4e2 c1b1 e1d1,1331,78,100,73,queensideAttack,https://lichess.org/rkBSKIor#53,
04pjM,1k1r2nr/pp2b3/6n1/8/2Q1N3/4q3/PP4PP/2RR3K b - - 7 23,e3f4 d1d8 e7d8 c4c8,1322,75,98,896,queensideAttack,https://lichess.org/7GS9viTo/black#46,
00BrZ,r6r/pp2kb2/3p1p1Q/1N1Pp3/3bP3/P2B2P1/1P4PP/7K w - - 6 28,h6d2 h8h2 h1h2 a8h8 d2h6 h8h6,1399,75,84,438,kingsideAttack,https://lichess.org/ANKrgoJi#55,
00P6j,r2n2k1/1bRq1rpp/1p6/3P4/p3Q3/B3P3/PP3PPP/3R2K1 b - - 0 20,d7c7 e4e8 f7f8 e8f8,1326,75,84,540,kingsideAttack,https://lichess.org/vBpR18cI/black#40,
00Pr6,r1b2rk1/p4ppp/2p5/6q1/2p3P1/3P1Q1P/PPP5/1K2RR2 b - - 0 17,c4d3 f3f7 f8f7 e1e8 f7f8 f1f8,1369,75,94,1904,kingsideAttack,https://lichess.org/CtrEbVZV/black#34,Kings_Knight_Opening Kings_Knight_Opening_Normal_Variation
00y9H,r2q1rk1/1pp2ppp/8/p2pn3/P2bN3/3BB2Q/1P3PPP/R4RK1 b - - 1 17,d4e3 e4f6 g7f6 h3h7,1384,75,79,202,kingsideAttack,https://lichess.org/FQvSnbkl/black#34,Italian_Game Italian_Game_Classical_Variation
01Dt6,3r2k1/1bqPn1pp/p3pp2/1pp3PQ/8/8/PPP4P/1K1R1R2 b - - 1 28,f6f5 h5e8 d8e8 d7e8q,1322,75,88,1903,kingsideAttack,https://lichess.org/rCyfbn1Z/black#56,
005HF,3r1rk1/1pR3pp/p2bp3/1q2Np2/3P4/1P5Q/5PPP/4R1K1 w - - 2 27,c7g7 g8g7 h3g3 g7h8,1380,78,72,54,defensiveMove,https://lichess.org/IqVPsfjB#53,
006x0,3Q4/5kr1/8/1P2pB2/2Pp1n2/q2P3P/7K/5R2 w - - 7 49,d8d7 f7f6 d7d8 f6f5,1398,143,100,29,defensiveMove,https://lichess.org/yJzYpNj0#97,
00m6L,8/8/k6p/p4p1P/p1p1pP2/K1P1P3/1P6/8 w - - 1 49,a3a4 a6b6 a4a3 b6b5 a3a2 b5a4,1355,76,98,578,defensiveMove,https://lichess.org/q1f1ucic#97,
01Me6,8/8/8/pK3k2/P7/8/8/8 b - - 1 59,f5e5 b5a5 e5d6 a5b6 d6d7 b6b7,1333,75,92,142,defensiveMove,https://lichess.org/njaVheic/black#118,
01znD,8/5pk1/7p/7P/5Pq1/8/5QK1/8 w - - 0 55,f2g3 g4g3 g2g3 g7f6 g3g4 f6e6,1346,79,100,118,defensiveMove,https://lichess.org/iC56LUDr#109,
000lC,3r3r/pQNk1ppp/1qnb1n2/1B6/8/8/PPP3PP/3R1R1K w - - 5 19,d1d6 d7d6 b7b6 a7b6,1373,75,96,3356,advantage,https://lichess.org/vaqz2bx6#37,
003S3,r4k1r/pNqnppb1/6pn/2p3Np/7P/2P2Q2/PP3PP1/R1B1K2R b KQ - 2 15,a8b8 g5e6 f8g8 e6c7,1375,74,95,9104,advantage,https://lichess.org/Eu6S0GPA/black#30,Modern_Defense Modern_Defense_Other_variations
004u0,6k1/ppq3pp/2p1rp2/4r3/4p1Q1/P5RP/1P3PP1/3R2K1 b - - 3 34,e6e8 d1d7 c7d7 g4d7,1360,77,93,969,advantage,https://lichess.org/3gEqoQeQ/black#68,
006cZ,3r1rk1/1p4p1/p1p3Qp/2q5/8/3n1N1P/PP1R2P1/5R1K b - - 7 28,g8h8 d2d3 d8d3 g6d3,1393,75,88,642,advantage,https://lichess.org/qrbDEp56/black#56,
00AHY,r6k/3NR1p1/4n2p/5b2/p6P/6R1/8/6K1 w - - 2 43,h4h5 a4a3 g3a3 a8a3 e7e8 h8h7,1358,78,84,1512,advantage,https://lichess.org/SFxNjHBp#85,
01cVL,8/8/5p2/1p1p1k1p/p1pP3P/P1P2KP1/1P6/8 w - - 0 51,f3e3 f5g4 e3f2 f6f5 f2g2 f5f4 g3f4 g4f4,1336,75,100,405,quietMove,https://lichess.org/ejlfRa6r#101,
03HMG,8/6pp/8/6P1/4KPk1/8/8/8 b - - 5 51,h7h6 g5h6 g7h6 f4f5 g4g5 e4e5 h6h5 f5f6,1363,75,94,405,quietMove,https://lichess.org/KRCPsQwA/black#102,
03qIH,8/4Kb2/p5k1/6Pp/4P2P/P1P5/8/8 b - - 6 57,g6g7 e4e5 f7c4 e5e6,1346,76,95,19187,quietMove,https://lichess.org/lDnKCrbf/black#114,
040ke,2rq1rk1/5Bbp/p5p1/1p2pb2/7P/P1N5/1PQ1NPP1/1K1R3R b - - 0 18,f8f7 d1d8 c8d8 c3e4 f5e4 c2e4,1392,75,94,1414,quietMove,https://lichess.org/eq18bgSW/black#36,Sicilian_Defense Sicilian_Defense_Alapin_Variation
04O0Z,8/8/6pk/7q/1K5Q/1P6/P7/8 w - - 4 54,h4h5 g6h5 b4c5 h5h4 b3b4 h4h3 b4b5 h3h2 b5b6 h2h1q,1306,76,76,110,quietMove,https://lichess.org/tYRA3Hvn#107,
00mg9,1r1r3k/2q1b1pp/p7/3Q2pP/3B4/Pp6/1P3P2/1K1N2RR w - - 1 28,d5e5 c7c2 b1a1 c2c1,1492,74,73,120,queensideAttack,https://lichess.org/LvqtEXMe#55,
018Bb,2kr3r/4pBb1/Q2pNn1p/8/p3qP1n/P3B3/1PP2P2/R3K3 b Q - 5 25,c8b8 a6a7 b8c8 a7c7,1433,75,78,222,queensideAttack,https://lichess.org/yCSRRV6O/black#50,
024sp,1k1r1b1r/npp2pp1/5n1p/1N6/8/1P1q1N2/1P2QPPP/R2R2K1 b - - 1 16,d3e2 d1d8 a7c8 a1a8 b8a8 d8c8,1409,77,71,133,queensideAttack,https://lichess.org/rzwAk4RH/black#32,Danish_Gambit Danish_Gambit_Other_variations
029M7,1k1r4/ppp2pb1/4b2p/5qp1/1P3p2/3r1N2/1P3QPP/R1B1R1K1 b - - 2 22,d3d1 f2a7 b8c8 a7a8 c8d7 e1d1,1417,75,96,26912,queensideAttack,https://lichess.org/L5rcgY2B/black#44,
02FYq,r4rk1/4Qp2/3p2p1/3P2Pp/2nB3P/1N6/qPP5/1K1R1R2 w - - 1 32,b1c1 a2a1 b3a1 a8a1,1478,76,73,192,queensideAttack,https://lichess.org/ag1ROex4#63,
00F5G,2rqrbk1/pp3ppp/4n3/3p1N2/3NnBQ1/2P4P/PP3PP1/R4RK1 b - - 14 22,e6f4 f5h6 g8h8 h6f7,1479,87,85,44,kingsideAttack,https://lichess.org/HLNR4ZJ8/black#44,
00Vdx,2k3rr/ppp2p1p/2np1B2/8/4P3/2NB1b2/PPP2PPP/R4RK1 w - - 1 13,f6h8 g8g2 g1h1 g2g4,1482,75,94,433,kingsideAttack,https://lichess.org/z9NeMacX#25,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit
